age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,outcome_object,location,operation,officer_defined_ethnicity,type,operation_name,object_of_search
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-06T23:40:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.534124', 'street': {'id': 964671, 'name': 'On or near Parking Area'}, 'longitude': '-0.109268'}",False,Black,Person and Vehicle search,,Anything to threaten or harm anyone
25-34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-07T00:10:00+00:00,,"{'id': 'bu-community-resolution', 'name': 'Community resolution'}","{'latitude': '51.541011', 'street': {'id': 964622, 'name': 'On or near Tayport Close'}, 'longitude': '-0.119769'}",False,White,Person search,,Anything to threaten or harm anyone
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),,2019-05-07T00:30:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.536713', 'street': {'id': 964611, 'name': 'On or near York Way'}, 'longitude': '-0.122080'}",False,White,Person and Vehicle search,,Controlled drugs
18-24,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-06T23:35:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.534124', 'street': {'id': 964671, 'name': 'On or near Parking Area'}, 'longitude': '-0.109268'}",False,Other,Person and Vehicle search,,Anything to threaten or harm anyone
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-07T00:20:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.536713', 'street': {'id': 964611, 'name': 'On or near York Way'}, 'longitude': '-0.122080'}",False,White,Person and Vehicle search,,Anything to threaten or harm anyone
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-06T23:55:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.539089', 'street': {'id': 964659, 'name': 'On or near Bingfield Street'}, 'longitude': '-0.119964'}",False,Black,Person and Vehicle search,,Anything to threaten or harm anyone
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-07T00:12:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,Black,Person search,,Anything to threaten or harm anyone
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-07T03:56:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,White,Person search,,Anything to threaten or harm anyone
18-24,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-07T10:00:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.536811', 'street': {'id': 964739, 'name': 'On or near Copenhagen Street'}, 'longitude': '-0.114708'}",False,White,Person search,,Stolen goods
18-24,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-07T10:15:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.536811', 'street': {'id': 964739, 'name': 'On or near Copenhagen Street'}, 'longitude': '-0.114708'}",False,White,Person search,,Stolen goods
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-07T13:24:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.540865', 'street': {'id': 964755, 'name': 'On or near Bridgeman Road'}, 'longitude': '-0.115189'}",False,Black,Person search,,Controlled drugs
10-17,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-07T18:56:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530950', 'street': {'id': 960945, 'name': ""On or near King'S Cross Road""}, 'longitude': '-0.119895'}",False,Asian,Person and Vehicle search,,Anything to threaten or harm anyone
25-34,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-08T00:18:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,White,Person search,,Evidence of offences under the Act
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-07T23:20:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,White,Person search,,Controlled drugs
,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-07T18:38:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.531046', 'street': {'id': 960929, 'name': 'On or near Pentonville Road'}, 'longitude': '-0.116907'}",False,Black,Person search,,Offensive weapons
10-17,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-08T12:00:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.547343', 'street': {'id': 968153, 'name': 'On or near Westbourne Road'}, 'longitude': '-0.113710'}",False,Black,Person search,,Controlled drugs
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-07T16:50:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,Black,Person and Vehicle search,,Offensive weapons
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-08T12:55:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.544817', 'street': {'id': 964949, 'name': 'On or near Marquis Road'}, 'longitude': '-0.127242'}",False,Black,Person search,,Offensive weapons
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-08T00:00:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.533708', 'street': {'id': 964814, 'name': 'On or near Supermarket'}, 'longitude': '-0.107440'}",False,Black,Person and Vehicle search,,Controlled drugs
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-08T18:17:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.539089', 'street': {'id': 964659, 'name': 'On or near Bingfield Street'}, 'longitude': '-0.119964'}",False,White,Person search,,Offensive weapons
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-07T23:11:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,Other,Person search,,Anything to threaten or harm anyone
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Criminal Justice and Public Order Act 1994 (section 60),,2019-05-07T23:25:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,Black,Person and Vehicle search,,Anything to threaten or harm anyone
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-09T02:25:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,White,Person search,,Controlled drugs
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-09T02:25:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,White,Person search,,Controlled drugs
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-07T23:29:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,Black,Person and Vehicle search,,Controlled drugs
18-24,Arrest,True,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-11T00:20:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,White,Person search,,Offensive weapons
18-24,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-11T01:40:00+00:00,,"{'id': 'bu-arrest', 'name': 'Arrest'}","{'latitude': '51.543070', 'street': {'id': 964969, 'name': 'On or near Agar Grove'}, 'longitude': '-0.131063'}",False,White,Person and Vehicle search,,Controlled drugs
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-11T08:30:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.543518', 'street': {'id': 964689, 'name': 'On or near Roman Way'}, 'longitude': '-0.113493'}",False,White,Person search,,Evidence of offences under the Act
18-24,Community resolution,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-11T15:00:00+00:00,,"{'id': 'bu-community-resolution', 'name': 'Community resolution'}","{'latitude': '51.535968', 'street': {'id': 964643, 'name': 'On or near Edward Square'}, 'longitude': '-0.117122'}",False,Black,Person search,,Controlled drugs
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-11T14:50:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.530644', 'street': {'id': 960946, 'name': ""On or near King'S Cross Bridge""}, 'longitude': '-0.120975'}",False,Black,Person search,,Controlled drugs
10-17,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-11T14:54:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.535968', 'street': {'id': 964643, 'name': 'On or near Edward Square'}, 'longitude': '-0.117122'}",False,White,Person search,,Controlled drugs
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-11T15:00:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.535968', 'street': {'id': 964643, 'name': 'On or near Edward Square'}, 'longitude': '-0.117122'}",False,Black,Person search,,Offensive weapons
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),,2019-05-11T17:55:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.548866', 'street': {'id': 968248, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.121768'}",False,White,Person search,,Controlled drugs
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-11T17:55:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.548866', 'street': {'id': 968248, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.121768'}",False,White,Person search,,Controlled drugs
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-10T20:25:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.534279', 'street': {'id': 964732, 'name': 'On or near Eckford Street'}, 'longitude': '-0.112160'}",False,White,Person search,,Controlled drugs
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-12T17:35:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.540865', 'street': {'id': 964755, 'name': 'On or near Bridgeman Road'}, 'longitude': '-0.115189'}",False,Black,Person search,,Offensive weapons
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-12T17:36:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.540865', 'street': {'id': 964755, 'name': 'On or near Bridgeman Road'}, 'longitude': '-0.115189'}",False,Black,Person search,,Offensive weapons
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),,2019-05-12T17:30:00+00:00,,"{'id': 'bu-no-further-action', 'name': 'A no further action disposal'}","{'latitude': '51.540865', 'street': {'id': 964755, 'name': 'On or near Bridgeman Road'}, 'longitude': '-0.115189'}",False,White,Person search,,Offensive weapons
10-17,Community resolution,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),,2019-05-12T17:30:00+00:00,,"{'id': 'bu-community-resolution', 'name': 'Community resolution'}","{'latitude': '51.540865', 'street': {'id': 964755, 'name': 'On or near Bridgeman Road'}, 'longitude': '-0.115189'}",False,Black,Person search,,Controlled drugs
